ticker,company,sector,industry,country,market_cap_usd,market_cap_fmt,pe_num,price_num,change_pct,volume_num
AVAH,Aveanna Healthcare Holdings Inc,Healthcare,Medical Care Facilities,USA,1740230000,1.7402B,23.14,8.33,0,0
AVAV,AeroVironment Inc,Industrials,Aerospace & Defense,USA,13704160000,13.7042B,,274.49,1.67,4093
AVBC,Avidia Bancorp Inc,Financials,Banks - Regional,USA,376030000,376.0300M,,18.73,0,0
AVBH,Avidbank Holdings Inc,Financials,Banks - Regional,USA,328630000,328.6300M,,30.01,0,0
AVBP,ArriVent BioPharma Inc,Healthcare,Biotechnology,USA,948230000,948.2300M,,22.97,1.32,115
AVGO,Broadcom Inc,Technology,Semiconductors,USA,1.58387E+12,1.5839T,70.17,334.06,0.89,64770
AVIR,Atea Pharmaceuticals Inc,Healthcare,Biotechnology,USA,317980000,317.9800M,,4.07,0,0
AVK,Advent Convertible and Income Fund,Financials,Closed-End Fund - Debt,USA,563340000,563.3400M,4.74,12.76,0,0
AVNS,Avanos Medical Inc,Healthcare,Medical Devices,USA,622010000,622.0100M,,13.4,-0.52,218
AVNT,Avient Corp,Materials,Specialty Chemicals,USA,3346650000,3.3466B,29.64,36.55,0,0
AVO,Mission Produce Inc,Consumer Staples,Food Distribution,USA,947830000,947.8300M,25.25,13.38,-0.37,697
AVPT,AvePoint Inc,Technology,Software - Infrastructure,USA,2524730000,2.5247B,,11.7,0,0
AVT,Avnet Inc,Technology,Electronics & Computer Distribution,USA,5182740000,5.1827B,25.93,63.31,0,0
AVTR,Avantor Inc,Healthcare,Medical Instruments & Supplies,USA,7547690000,7.5477B,,11.07,0,0
AVXL,Anavex Life Sciences Corporation,Healthcare,Biotechnology,USA,403850000,403.8500M,,4.52,0,0
AVY,Avery Dennison Corp,Consumer Discretionary,Packaging & Containers,USA,14461190000,14.4612B,21.25,187.09,0,0
AWF,AllianceBernstein Global High Income Fund Inc,Financials,Closed-End Fund - Debt,USA,922660000,922.6600M,12.59,10.7,0,0
AWI,Armstrong World Industries Inc,Industrials,Building Products & Equipment,USA,8055460000,8.0555B,26.75,186.78,0,0
AWK,American Water Works Co. Inc,Utilities,Utilities - Regulated Water,USA,24846050000,24.8461B,22.32,127.3,0.58,141
AWP,abrdn Global Premier Properties Fund,Financials,Closed-End Fund - Foreign,USA,351190000,351.1900M,55.86,3.91,0,0
AWR,American States Water Co,Utilities,Utilities - Regulated Water,USA,2790540000,2.7905B,21.36,72.08,0,0
AX,Axos Financial Inc,Financials,Banks - Regional,USA,5578270000,5.5783B,12.46,98.42,0,0
AXGN,Axogen Inc,Healthcare,Medical Devices,USA,1755280000,1.7553B,,35.02,0,0
AXL,Dauch Corp,Consumer Discretionary,Auto Parts,USA,959070000,959.0700M,24,8.08,1.25,353
AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,USA,37717630000,37.7176B,151.31,477.98,3.91,2538
AXP,American Express Co,Financials,Credit Services,USA,2.42903E+11,242.9029B,22.92,352.62,-0.06,1059
AXSM,Axsome Therapeutics Inc,Healthcare,Biotechnology,USA,9370700000,9.3707B,,185.88,0,0
AXTA,Axalta Coating Systems Ltd,Materials,Specialty Chemicals,USA,6760750000,6.7607B,15.2,31.69,-5.54,12666
AXTI,AXT Inc,Technology,Semiconductor Equipment & Materials,USA,1218790000,1.2188B,,22.05,5.3,40479
AYI,Acuity Inc,Industrials,Electrical Equipment & Parts,USA,9708400000,9.7084B,24.36,316.62,0,26
AZO,Autozone Inc,Consumer Discretionary,Auto Parts,USA,61672220000,61.6722B,25.96,3722.41,0,0
AZTA,Azenta Inc,Healthcare,Medical Instruments & Supplies,USA,1725990000,1.7260B,,37.53,0,0
AZZ,AZZ Inc,Industrials,Specialty Business Services,USA,3812870000,3.8129B,12,127.71,0,0
BA,Boeing Co,Industrials,Aerospace & Defense,USA,1.83748E+11,183.7477B,123.41,233.97,0.41,4851
BAC,Bank Of America Corp,Financials,Banks - Diversified,USA,3.94408E+11,394.4078B,14.09,54.01,-0.04,15676
BACQ,Inflection Point Acquisition Corp. IV,Financials,Shell Companies,USA,357160000,357.1600M,55.22,10.58,0,0
BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services,USA,10552010000,10.5520B,13.01,87.5,0,70
BALL,Ball Corp,Consumer Discretionary,Packaging & Containers,USA,15543250000,15.5433B,21.7,58,2.31,4073
BALY,Ballys Corporation,Consumer Discretionary,Resorts & Casinos,USA,742350000,742.3500M,,15.1,0,0
BAM,Brookfield Asset Management Ltd,Financials,Asset Management,USA,83139800000,83.1398B,31.27,50.76,0,0
BANC,Banc of California Inc,Financials,Banks - Regional,USA,3167950000,3.1679B,17.41,20.38,0,0
BAND,Bandwidth Inc,Technology,Software - Infrastructure,USA,430050000,430.0500M,,14.09,0,0
BANF,Bancfirst Corp,Financials,Banks - Regional,USA,3736760000,3.7368B,15.77,112.1,0,0
BANR,Banner Corp,Financials,Banks - Regional,USA,2150480000,2.1505B,11.18,63.09,0,0
BATRA,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2527150000,2.5271B,,44.28,0,0
BATRK,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2527150000,2.5271B,,40.1,0,0
BAX,Baxter International Inc,Healthcare,Medical Instruments & Supplies,USA,10173170000,10.1732B,,19.79,-0.4,3276
BBAI,BigBear.ai Holdings Inc,Technology,Information Technology Services,USA,2156560000,2.1566B,,4.94,3.35,271706
BBBY,Bed Bath & Beyond Inc,Consumer Discretionary,Internet Retail,USA,422280000,422.2800M,,6.13,0,0
BBCP,Concrete Pumping Holdings Inc,Industrials,Engineering & Construction,USA,307170000,307.1700M,66.3,6.04,0,0
BBCQ,Bleichroeder Acquisition Corp II,Financials,Shell Companies,USA,344070000,344.0700M,,9.95,0,0
BBDC,Barings BDC Inc,Financials,Asset Management,USA,945380000,945.3800M,9.33,8.99,0,0
BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology,USA,15077540000,15.0775B,,78.24,0,0
BBN,BlackRock Taxable Municipal Bond Trust,Financials,Closed-End Fund - Debt,USA,997950000,997.9500M,19,16.15,0,0
BBNX,Beta Bionics Inc,Healthcare,Medical Devices,USA,603140000,603.1400M,,13.7,0,0
BBOT,BridgeBio Oncology Therapeutics Inc,Healthcare,Biotechnology,USA,962260000,962.2600M,,12.03,0,0
BBSI,Barrett Business Services Inc,Industrials,Staffing & Employment Services,USA,979120000,979.1200M,18.34,38.21,0,0
BBT,Beacon Financial Corp,Financials,Banks - Regional,USA,2433360000,2.4334B,22.65,29,0,0
BBUC,Brookfield Business Corp,Financials,Asset Management,USA,3530220000,3.5302B,,36.8,0,0
BBW,Build A Bear Workshop Inc,Consumer Discretionary,Specialty Retail,USA,776880000,776.8800M,13.79,60.01,0.08,1
BBWI,Bath & Body Works Inc,Consumer Discretionary,Specialty Retail,USA,4553010000,4.5530B,6.84,22.24,0,0
BBY,Best Buy Co. Inc,Consumer Discretionary,Specialty Retail,USA,13808360000,13.8084B,21.76,65.9,0,0
BC,Brunswick Corp,Consumer Discretionary,Recreational Vehicles,USA,5342760000,5.3428B,,82.15,0,0
BCAL,California BanCorp,Financials,Banks - Regional,USA,592150000,592.1500M,9.52,18.32,0,0
BCAR,D. Boral ARC Acquisition I Corp,Financials,Shell Companies,USA,419420000,419.4200M,,10.18,0,0
BCAT,BlackRock Capital Allocation Term Trust,Financials,Closed-End Fund - Equity,USA,1542290000,1.5423B,9.75,14.72,0,0
BCAX,Bicara Therapeutics Inc,Healthcare,Biotechnology,USA,918150000,918.1500M,,16.76,0,0
BCC,Boise Cascade Co,Materials,Lumber & Wood Production,USA,3028270000,3.0283B,16.17,81.75,0,0
BCML,BayCom Corp,Financials,Banks - Regional,USA,320290000,320.2900M,13.49,29.39,0,0
BCO,Brink's Co,Industrials,Security & Protection Services,USA,5393440000,5.3934B,32.86,129.82,0.89,36
BCPC,Balchem Corp,Materials,Specialty Chemicals,USA,5549390000,5.5494B,37.51,171.35,0,0
BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1644500000,1.6445B,,6.63,0,0
BCSF,Bain Capital Specialty Finance Inc,Financials,Asset Management,USA,836160000,836.1600M,8.96,12.89,0,0
BCSS,Bain Capital GSS Investment Corp,Financials,Shell Companies,USA,594510000,594.5100M,,10.18,0,0
BCX,BlackRock Resources & Commodities Strategy Trust,Financials,Closed-End Fund - Equity,USA,923240000,923.2400M,23.29,12.11,0,0
BDC,Belden Inc,Technology,Communication Equipment,USA,4819780000,4.8198B,21.78,122.64,0,0
BDCI,BTC Development Corp,Financials,Shell Companies,USA,347120000,347.1200M,,9.99,-1.19,62
BDJ,BlackRock Enhanced Equity Dividend Trust,Financials,Closed-End Fund - Equity,USA,1716360000,1.7164B,10,9.7,0,0
BDX,Becton Dickinson & Co,Healthcare,Medical Instruments & Supplies,USA,57522940000,57.5229B,34.63,201.9,0,1243
BE,Bloom Energy Corp,Industrials,Electrical Equipment & Parts,USA,38000190000,38.0002B,,160.67,2.91,30644
BEAG,Bold Eagle Acquisition Corp,Financials,Shell Companies,USA,612060000,612.0600M,34.69,10.65,0,0
BEAM,Beam Therapeutics Inc,Healthcare,Biotechnology,USA,2871740000,2.8717B,,28.3,1.36,1517
BELFA,Bel Fuse Inc,Technology,Electronic Components,USA,2692520000,2.6925B,38.98,198.11,0,0
BELFB,Bel Fuse Inc,Technology,Electronic Components,USA,2692520000,2.6925B,42.42,215.59,0,0
BEN,"Franklin Resources, Inc",Financials,Asset Management,USA,14097070000,14.0971B,24.91,27.07,0,145
BEPC,Brookfield Renewable Corp,Utilities,Utilities - Renewable,USA,7361990000,7.3620B,,40.98,-0.02,9
BETA,BETA Technologies Inc,Industrials,Aerospace & Defense,USA,4564570000,4.5646B,,19.93,0,0
BETR,Better Home & Finance Holding Co,Financials,Mortgage Finance,USA,421770000,421.7700M,,26.87,0,0
BF-A,Brown-Forman Corp,Consumer Staples,Beverages - Wineries & Distilleries,USA,12639800000,12.6398B,16.1,27.58,0,0
BF-B,Brown-Forman Corp,Consumer Staples,Beverages - Wineries & Distilleries,USA,12639800000,12.6398B,15.83,27.12,0,0
BFAM,"Bright Horizons Family Solutions, Inc",Consumer Discretionary,Personal Services,USA,5213140000,5.2131B,26.54,92.18,0,0
BFC,Bank First Corp,Financials,Banks - Regional,USA,1626160000,1.6262B,20.09,144.96,0,0
BFH,Bread Financial Holdings Inc,Financials,Credit Services,USA,3335580000,3.3356B,6.74,73.05,0,0
BFK,BlackRock Municipal Income Trust,Financials,Closed-End Fund - Debt,USA,444030000,444.0300M,,10.12,0,0
BFLY,Butterfly Network Inc,Healthcare,Medical Devices,USA,964940000,964.9400M,,3.82,0,0
BFST,Business First Bancshares Inc,Financials,Banks - Regional,USA,853810000,853.8100M,10.35,28.83,0,0
BFZ,BlackRock California Municipal Income Trust,Financials,Closed-End Fund - Debt,USA,337010000,337.0100M,,11.21,0,0
BG,Bunge Global SA,Consumer Staples,Farm Products,USA,21654500000,21.6545B,12.03,111.99,-1.75,1219
BGB,Blackstone Strategic Credit 2027 Term Fund,Financials,Closed-End Fund - Debt,USA,525700000,525.7000M,11.43,11.77,0,0
BGC,BGC Group Inc,Financials,Capital Markets,USA,4331230000,4.3312B,28.09,9.24,0,0
BGH,Barings Global Short Duration High Yield Fund,Financials,Closed-End Fund - Debt,USA,302770000,302.7700M,9.37,15.09,0,0
BGR,Blackrock Energy & Resources Trust,Financials,Closed-End Fund - Equity,USA,367840000,367.8400M,1445,14.45,0,0
BGS,"B&G Foods, Inc",Consumer Staples,Packaged Foods,USA,356700000,356.7000M,,4.46,0,0
BGT,BlackRock Floating Rate Income Trust,Financials,Closed-End Fund - Debt,USA,316750000,316.7500M,13.17,11.46,0,0
BGY,BlackRock Enhanced International Dividend Trust,Financials,Closed-End Fund - Foreign,USA,546410000,546.4100M,46.38,6.03,0,0
BH,Biglari Holdings Inc,Consumer Discretionary,Restaurants,USA,1217560000,1.2176B,576.95,388.98,0,0
BHB,Bar Harbor Bankshares Inc,Financials,Banks - Regional,USA,577420000,577.4200M,15.02,34.6,0,0
BHE,Benchmark Electronics Inc,Technology,Electronic Components,USA,1922380000,1.9224B,52.66,53.88,0,0
BHF,Brighthouse Financial Inc,Financials,Insurance - Life,USA,3667790000,3.6678B,4.37,64.14,0,0
BHK,BlackRock Core Bond Trust,Financials,Closed-End Fund - Debt,USA,686130000,686.1300M,16.38,9.5,0,5
BHRB,Burke & Herbert Financial Services Corp,Financials,Banks - Regional,USA,1005260000,1.0053B,8.67,66.89,0,0
BHVN,Biohaven Ltd,Healthcare,Biotechnology,USA,1730640000,1.7306B,,11.92,1.45,600
BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,USA,26142350000,26.1424B,16.25,178.2,-0.5,376
BILL,BILL Holdings Inc,Technology,Software - Application,USA,4156500000,4.1565B,,41.5,-0.31,2069
BIO,Bio-Rad Laboratories Inc,Healthcare,Medical Devices,USA,7813630000,7.8136B,,290.1,-2.46,788
BIOA,BioAge Labs Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,839220000,839.2200M,,20.1,0,0
BIPC,Brookfield Infrastructure Corp,Utilities,Utilities - Regulated Gas,USA,6445850000,6.4459B,,48.81,0,0
BIT,BlackRock Multi-Sector Income Trust,Financials,Closed-End Fund - Debt,USA,554000000,554.0000M,9.38,13.22,0,0
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd,Financials,Shell Companies,USA,301930000,301.9300M,,9.92,0,0
BJ,BJ's Wholesale Club Holdings Inc,Consumer Staples,Discount Stores,USA,12077240000,12.0772B,21.27,92.3,0,0
BJRI,BJ's Restaurant Inc,Consumer Discretionary,Restaurants,USA,908160000,908.1600M,32.16,42.97,0,0
BK,Bank Of New York Mellon Corp,Financials,Banks - Diversified,USA,83902850000,83.9029B,16.45,121.91,0.25,520
BKD,Brookdale Senior Living Inc,Healthcare,Medical Care Facilities,USA,3719310000,3.7193B,,15.65,0,0
BKE,"Buckle, Inc",Consumer Discretionary,Apparel Retail,USA,2463190000,2.4632B,11.82,48.15,0,0
BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,USA,5468800000,5.4688B,18.29,72.46,0,60
BKKT,Bakkt Inc,Technology,Software - Infrastructure,USA,407160000,407.1600M,,12.45,1.55,909
BKNG,Booking Holdings Inc,Consumer Discretionary,Travel Services,USA,1.63332E+11,163.3316B,32.93,5067.09,-1.08,575
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,USA,55466560000,55.4666B,21.59,56.21,-0.43,1902
BKSY,BlackSky Technology Inc,Industrials,Specialty Business Services,USA,795430000,795.4300M,,22.1,3.22,2118
BKU,BankUnited Inc,Financials,Banks - Regional,USA,3604590000,3.6046B,13.59,47.97,0,0
BKV,BKV Corp,Energy,Oil & Gas E&P,USA,2726860000,2.7269B,54.31,28.12,0,0
BL,BlackLine Inc,Technology,Software - Application,USA,2797060000,2.7971B,42.93,47.02,0,0
BLBD,Blue Bird Corp,Industrials,Farm & Heavy Construction Machinery,USA,1614360000,1.6144B,13.15,51.06,0,0
BLD,TopBuild Corp,Industrials,Engineering & Construction,USA,13028610000,13.0286B,23.57,464.12,0,0
BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment,USA,12525460000,12.5255B,21.56,113.27,0,0
BLE,BlackRock Municipal Income Trust II,Financials,Closed-End Fund - Debt,USA,502570000,502.5700M,,10.53,0,0
BLFS,Biolife Solutions Inc,Healthcare,Medical Instruments & Supplies,USA,1075150000,1.0752B,,22.33,0,0
BLK,Blackrock Inc,Financials,Asset Management,USA,1.8282E+11,182.8200B,32.01,1120.64,0.09,422
BLKB,Blackbaud Inc,Technology,Software - Application,USA,2504600000,2.5046B,,52.36,0,0
BLLN,Billiontoone Inc,Healthcare,Diagnostics & Research,USA,3824440000,3.8244B,,83.56,0,0
BLMN,Bloomin Brands Inc,Consumer Discretionary,Restaurants,USA,508750000,508.7500M,,5.97,0,0
BLND,Blend Labs Inc,Technology,Software - Application,USA,618200000,618.2000M,,2.38,0,0
BLTE,Belite Bio Inc ADR,Healthcare,Biotechnology,USA,6046790000,6.0468B,,173.31,0,0
BLW,BlackRock Limited Duration Income Trust,Financials,Closed-End Fund - Debt,USA,532840000,532.8400M,9.88,13.73,0,0
BLZR,Trailblazer Acquisition Corp,Financials,Shell Companies,USA,347530000,347.5300M,,10.11,0,0
BMBL,Bumble Inc,Communication Services,Internet Content & Information,USA,376550000,376.5500M,,3.34,0,0
BME,BlackRock Health Sciences Trust,Financials,Closed-End Fund - Equity,USA,544750000,544.7500M,,42.15,0,0
BMEZ,BlackRock Health Sciences Term Trust,Financials,Closed-End Fund - Equity,USA,956270000,956.2700M,,15.3,0,0
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,4464670000,4.4647B,31.63,151.5,-0.22,79
BMNR,BitMine Immersion Technologies Inc,Financials,Capital Markets,USA,10484580000,10.4846B,,23.05,1.1,427311
BMRC,Bank of Marin Bancorp,Financials,Banks - Regional,USA,441160000,441.1600M,,27.41,0,0
BMRN,Biomarin Pharmaceutical Inc,Healthcare,Biotechnology,USA,11133030000,11.1330B,21.71,57.95,0,0
BMY,Bristol-Myers Squibb Co,Healthcare,Drug Manufacturers - General,USA,1.13554E+11,113.5543B,18.84,55.78,-0.2,5480
BNED,Barnes & Noble Education Inc,Consumer Discretionary,Specialty Retail,USA,319430000,319.4300M,,9.38,0,0
BNTC,Benitec Biopharma Inc,Healthcare,Biotechnology,USA,421900000,421.9000M,,12.46,0,0
BOC,Boston Omaha Corp,Industrials,Conglomerates,USA,401970000,401.9700M,,12.78,0,0
BOE,BlackRock Enhanced Global Dividend Trust,Financials,Closed-End Fund - Foreign,USA,663870000,663.8700M,10.12,11.94,0,0
BOH,Bank of Hawaii Corp,Financials,Banks - Regional,USA,3001390000,3.0014B,16.31,75.44,0,0
BOKF,BOK Financial Corp,Financials,Banks - Regional,USA,8241170000,8.2412B,14.19,130.3,0,0
BOOT,Boot Barn Holdings Inc,Consumer Discretionary,Apparel Retail,USA,5588870000,5.5889B,27.12,183.34,0,0
BOW,Bowhead Specialty Holdings Inc,Financials,Insurance - Property & Casualty,USA,822850000,822.8500M,16.11,25.1,0,0
BOX,Box Inc,Technology,Software - Infrastructure,USA,3706740000,3.7067B,20.87,25.88,0,0
BPOP,Popular Inc,Financials,Banks - Regional,USA,9113790000,9.1138B,11.1,136.69,0,0
BPRE,Bluerock Private Real Estate Fund,Financials,Closed-End Fund - Debt,USA,2314460000,2.3145B,,16.18,0,0
BR,"Broadridge Financial Solutions, Inc",Technology,Information Technology Services,USA,23695690000,23.6957B,25.96,203,2.35,7950
BRBR,Bellring Brands Inc,Consumer Staples,Packaged Foods,USA,2723790000,2.7238B,13.71,23,-5.7,8958
BRBS,Blue Ridge Bankshares Inc (VA),Financials,Banks - Regional,USA,392490000,392.4900M,40.47,4.29,0,0
BRC,Brady Corp,Industrials,Security & Protection Services,USA,4126550000,4.1265B,21.35,87.47,0,0
BRCB,Black Rock Coffee Bar Inc,Consumer Discretionary,Restaurants,USA,775360000,775.3600M,,15.49,0,0
BRK-A,Berkshire Hathaway Inc,Financials,Insurance - Diversified,USA,1.05046E+12,1.0505T,15.55,729425,0,0
BRK-B,Berkshire Hathaway Inc,Financials,Insurance - Diversified,USA,1.045E+12,1.0450T,15.5,484.76,-0.52,5620
BRKR,Bruker Corp,Healthcare,Medical Devices,USA,6468140000,6.4681B,,42.57,-2.7,4
BRO,"Brown & Brown, Inc",Financials,Insurance Brokers,USA,24343300000,24.3433B,22.33,71.3,0,0
BROS,Dutch Bros Inc,Consumer Discretionary,Restaurants,USA,9196800000,9.1968B,112.32,55.9,0.23,503
BRZE,Braze Inc,Technology,Software - Application,USA,2336330000,2.3363B,,20.82,0.39,685
BSM,Black Stone Minerals L.P,Energy,Oil & Gas E&P,USA,3078360000,3.0784B,12.65,14.53,0,0
BSRR,Sierra Bancorp,Financials,Banks - Regional,USA,500600000,500.6000M,11.89,37.13,0,0
BST,BlackRock Science and Technology Trust,Financials,Closed-End Fund - Equity,USA,1422830000,1.4228B,8.63,40.98,0,0
BSTZ,BlackRock Science and Technology Term Trust,Financials,Closed-End Fund - Equity,USA,1554310000,1.5543B,3.72,22.61,0,0
BSVN,Bank7 Corp,Financials,Banks - Regional,USA,428520000,428.5200M,10.08,45.33,0,0
BSX,Boston Scientific Corp,Healthcare,Medical Devices,USA,1.35696E+11,135.6963B,48.94,91.5,-0.4,337
BSY,Bentley Systems Inc,Technology,Software - Application,USA,10460570000,10.4606B,41.62,34.46,0.64,39
BTBT,Bit Digital Inc,Financials,Capital Markets,USA,631170000,631.1700M,5.03,1.95,0.52,14470
BTGO,BitGo Holdings Inc,Financials,Capital Markets,USA,1447310000,1.4473B,,12.52,0.48,555
BTO,John Hancock Financial Opportunities Fund,Financials,Closed-End Fund - Equity,USA,759930000,759.9300M,4.83,38.38,0,0
BTSG,BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,7302460000,7.3025B,67.6,40.49,0,0
BTT,BlackRock Municipal 2030 Target Term Trust,Financials,Closed-End Fund - Debt,USA,1457000000,1.4570B,25.04,22.79,0,0
BTU,Peabody Energy Corp,Energy,Thermal Coal,USA,4178180000,4.1782B,,34.36,0.47,881
BTZ,BlackRock Credit Allocation Income Trust,Financials,Closed-End Fund - Debt,USA,993910000,993.9100M,9.68,10.65,0,0
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,Financials,Closed-End Fund - Equity,USA,626930000,626.9300M,6.45,27.6,0,0
BULL,Webull Corp,Technology,Software - Application,USA,3426900000,3.4269B,,6.83,0.43,60421
BURL,Burlington Stores Inc,Consumer Discretionary,Apparel Retail,USA,18795040000,18.7950B,34.3,298.68,0,0
BUSE,First Busey Corp,Financials,Banks - Regional,USA,2249130000,2.2491B,19.75,25.44,0,0
BV,BrightView Holdings Inc,Industrials,Specialty Business Services,USA,1303980000,1.3040B,317.24,13.8,0,0
BVS,Bioventus Inc,Healthcare,Medical Devices,USA,679490000,679.4900M,73.11,8.21,0,0
BW,Babcock & Wilcox Enterprises Inc,Industrials,Specialty Industrial Machinery,USA,1127670000,1.1277B,,10.15,0.79,1681
BWA,BorgWarner Inc,Consumer Discretionary,Auto Parts,USA,10300640000,10.3006B,77.15,48.15,0,0
BWB,Bridgewater Bancshares Inc,Financials,Banks - Regional,USA,541490000,541.4900M,13.19,19.63,0,0
BWFG,Bankwell Financial Group Inc,Financials,Banks - Regional,USA,385600000,385.6000M,11.02,48.95,0,0
BWIN,The Baldwin Insurance Group Inc,Financials,Insurance Brokers,USA,2958600000,2.9586B,,20.75,0.78,421
